9.4297094e+00 35 9.4296906e+00 7.5485701e-01 4.0000000e+01 3.5127167e-10 #Y^,t,Y,y,c,e2
1.0328553e+01 36 1.0328739e+01 7.7915009e-01 5.9000000e+01 3.4331363e-08 #Y^,t,Y,y,c,e2
1.1136296e+01 37 1.1136245e+01 8.0098097e-01 2.4000000e+01 2.6460062e-09 #Y^,t,Y,y,c,e2
1.1760448e+01 38 1.1760523e+01 8.1784993e-01 8.0000000e+00 5.7222288e-09 #Y^,t,Y,y,c,e2
1.2110328e+01 39 1.2110216e+01 8.2730617e-01 8.0000000e+00 1.2582154e-08 #Y^,t,Y,y,c,e2
1.2118262e+01 40 1.2118274e+01 8.2752061e-01 5.5000000e+01 1.2916610e-10 #Y^,t,Y,y,c,e2
1.1764771e+01 41 1.1764856e+01 8.1796677e-01 5.5000000e+01 7.2429168e-09 #Y^,t,Y,y,c,e2
1.1087506e+01 42 1.1087479e+01 7.9966232e-01 5.5000000e+01 6.9965023e-10 #Y^,t,Y,y,c,e2
1.0172141e+01 43 1.0172041e+01 7.7492274e-01 7.8000000e+01 9.9533168e-09 #Y^,t,Y,y,c,e2
9.1291156e+00 44 9.1291100e+00 7.4673285e-01 8.9000000e+01 3.1403060e-11 #Y^,t,Y,y,c,e2
8.0672819e+00 45 8.0672494e+00 7.1803465e-01 1.0000000e+01 1.0529870e-09 #Y^,t,Y,y,c,e2
7.0742220e+00 46 7.0738905e+00 6.9119519e-01 1.3000000e+01 1.0991294e-07 #Y^,t,Y,y,c,e2
6.2075232e+00 47 6.2075577e+00 6.6777090e-01 4.1000000e+01 1.1859150e-09 #Y^,t,Y,y,c,e2
5.4996487e+00 48 5.4993572e+00 6.4863916e-01 4.8000000e+01 8.5000041e-08 #Y^,t,Y,y,c,e2
4.9593834e+00 49 4.9593909e+00 6.3403739e-01 6.2000000e+01 5.6561171e-11 #Y^,t,Y,y,c,e2
4.5843316e+00 50 4.5843711e+00 6.2390085e-01 6.2000000e+01 1.5566141e-09 #Y^,t,Y,y,c,e2
4.3642867e+00 51 4.3642837e+00 6.1795370e-01 7.0000000e+01 9.0112887e-12 #Y^,t,Y,y,c,e2
4.2872648e+00 52 4.2872954e+00 6.1587202e-01 7.0000000e+01 9.3391147e-10 #Y^,t,Y,y,c,e2
4.3428725e+00 53 4.3428832e+00 6.1737493e-01 2.1000000e+01 1.1483957e-10 #Y^,t,Y,y,c,e2
4.5234404e+00 54 4.5234902e+00 6.2225515e-01 8.7000000e+01 2.4871338e-09 #Y^,t,Y,y,c,e2
4.8250383e+00 55 4.8250391e+00 6.3040644e-01 8.7000000e+01 5.9977334e-13 #Y^,t,Y,y,c,e2
5.2465321e+00 56 5.2465322e+00 6.4179817e-01 8.7000000e+01 1.7394531e-14 #Y^,t,Y,y,c,e2
5.7887933e+00 57 5.7887985e+00 6.5645387e-01 8.7000000e+01 2.7157111e-11 #Y^,t,Y,y,c,e2
6.4522588e+00 58 6.4522693e+00 6.7438537e-01 8.7000000e+01 1.1184997e-10 #Y^,t,Y,y,c,e2
7.2335378e+00 59 7.2335337e+00 6.9550102e-01 8.4000000e+01 1.7107426e-11 #Y^,t,Y,y,c,e2
8.1203953e+00 60 8.1204173e+00 7.1947014e-01 8.4000000e+01 4.8163651e-10 #Y^,t,Y,y,c,e2
9.0856012e+00 61 9.0856432e+00 7.4555679e-01 4.0000000e+01 1.7626304e-09 #Y^,t,Y,y,c,e2
1.0079935e+01 62 1.0080012e+01 7.7243066e-01 4.0000000e+01 5.9733656e-09 #Y^,t,Y,y,c,e2
1.1027605e+01 63 1.1027651e+01 7.9804337e-01 2.4000000e+01 2.1056082e-09 #Y^,t,Y,y,c,e2
1.1827964e+01 64 1.1827782e+01 8.1967471e-01 2.4000000e+01 3.3113158e-08 #Y^,t,Y,y,c,e2
1.2367851e+01 65 1.2367913e+01 8.3426624e-01 8.0000000e+00 3.8834554e-09 #Y^,t,Y,y,c,e2
1.2549949e+01 66 1.2549710e+01 8.3918780e-01 4.6000000e+01 5.6844554e-08 #Y^,t,Y,y,c,e2
1.2320368e+01 67 1.2320418e+01 8.3298291e-01 5.5000000e+01 2.5197663e-09 #Y^,t,Y,y,c,e2
1.1694833e+01 68 1.1694778e+01 8.1607657e-01 5.5000000e+01 3.0233526e-09 #Y^,t,Y,y,c,e2
1.0754022e+01 69 1.0754019e+01 7.9064924e-01 7.8000000e+01 8.7645799e-12 #Y^,t,Y,y,c,e2
9.6214654e+00 70 9.6215301e+00 7.6003961e-01 8.9000000e+01 4.1750097e-09 #Y^,t,Y,y,c,e2
8.4284297e+00 71 8.4285739e+00 7.2779540e-01 1.0000000e+01 2.0792178e-08 #Y^,t,Y,y,c,e2
7.2859030e+00 72 7.2861155e+00 6.9691630e-01 1.0000000e+01 4.5171859e-08 #Y^,t,Y,y,c,e2
6.2713948e+00 73 6.2710064e+00 6.6949716e-01 1.3000000e+01 1.5084115e-07 #Y^,t,Y,y,c,e2
5.4254522e+00 74 5.4254440e+00 6.4663384e-01 4.1000000e+01 6.6919271e-11 #Y^,t,Y,y,c,e2
4.7641984e+00 75 4.7641338e+00 6.2876212e-01 6.2000000e+01 4.1702049e-09 #Y^,t,Y,y,c,e2
4.2837438e+00 76 4.2837917e+00 6.1577686e-01 6.2000000e+01 2.2900340e-09 #Y^,t,Y,y,c,e2
3.9717645e+00 77 3.9717398e+00 6.0734499e-01 7.0000000e+01 6.0676577e-10 #Y^,t,Y,y,c,e2
3.8123518e+00 78 3.8123275e+00 6.0303654e-01 2.1000000e+01 5.9242469e-10 #Y^,t,Y,y,c,e2
3.7910873e+00 79 3.7910962e+00 6.0246182e-01 2.1000000e+01 7.8480639e-11 #Y^,t,Y,y,c,e2
3.8971022e+00 80 3.8971060e+00 6.0532709e-01 7.0000000e+00 1.4748945e-11 #Y^,t,Y,y,c,e2
4.1239611e+00 81 4.1239264e+00 6.1145841e-01 8.7000000e+01 1.1984579e-09 #Y^,t,Y,y,c,e2
4.4696953e+00 82 4.4696832e+00 6.2080257e-01 8.7000000e+01 1.4445912e-10 #Y^,t,Y,y,c,e2
4.9363533e+00 83 4.9363663e+00 6.3341495e-01 8.7000000e+01 1.6894436e-10 #Y^,t,Y,y,c,e2
5.5283638e+00 84 5.5283864e+00 6.4941524e-01 8.7000000e+01 5.1237070e-10 #Y^,t,Y,y,c,e2
6.2501334e+00 85 6.2501510e+00 6.6892252e-01 8.7000000e+01 3.0932052e-10 #Y^,t,Y,y,c,e2
7.1022503e+00 86 7.1022420e+00 6.9195271e-01 4.9000000e+01 6.8195778e-11 #Y^,t,Y,y,c,e2
8.0756286e+00 87 8.0757151e+00 7.1826023e-01 8.4000000e+01 7.4878624e-09 #Y^,t,Y,y,c,e2
9.1442821e+00 88 9.1443366e+00 7.4714276e-01 4.0000000e+01 2.9701918e-09 #Y^,t,Y,y,c,e2
1.0255581e+01 89 1.0255616e+01 7.7717787e-01 4.0000000e+01 1.1978236e-09 #Y^,t,Y,y,c,e2
1.1323544e+01 90 1.1323646e+01 8.0604172e-01 2.4000000e+01 1.0541485e-08 #Y^,t,Y,y,c,e2
1.2229752e+01 91 1.2229668e+01 8.3053385e-01 2.4000000e+01 7.1388114e-09 #Y^,t,Y,y,c,e2
1.2837478e+01 92 1.2837561e+01 8.4695887e-01 8.0000000e+00 6.9221485e-09 #Y^,t,Y,y,c,e2
1.3027004e+01 93 1.3027005e+01 8.5208118e-01 4.6000000e+01 1.2892095e-12 #Y^,t,Y,y,c,e2
1.2734961e+01 94 1.2734927e+01 8.4418813e-01 5.5000000e+01 1.1427359e-09 #Y^,t,Y,y,c,e2
1.1983949e+01 95 1.1983935e+01 8.2389051e-01 7.8000000e+01 1.8928231e-10 #Y^,t,Y,y,c,e2
1.0878930e+01 96 1.0878887e+01 7.9402513e-01 7.8000000e+01 1.8260966e-09 #Y^,t,Y,y,c,e2
9.5724635e+00 97 9.5725428e+00 7.5871523e-01 8.9000000e+01 6.2876008e-09 #Y^,t,Y,y,c,e2
8.2203013e+00 98 8.2205831e+00 7.2217030e-01 1.0000000e+01 7.9436765e-08 #Y^,t,Y,y,c,e2
6.9475197e+00 99 6.9478524e+00 6.8777080e-01 1.0000000e+01 1.1072650e-07 #Y^,t,Y,y,c,e2
5.8347994e+00 100 5.8347290e+00 6.5769728e-01 1.3000000e+01 4.9587330e-09 #Y^,t,Y,y,c,e2
4.9199850e+00 101 4.9198747e+00 6.3297257e-01 4.1000000e+01 1.2147130e-08 #Y^,t,Y,y,c,e2
4.2111273e+00 102 4.2110605e+00 6.1381425e-01 6.2000000e+01 4.4606924e-09 #Y^,t,Y,y,c,e2
3.6972785e+00 103 3.6973443e+00 5.9992645e-01 6.2000000e+01 4.3197163e-09 #Y^,t,Y,y,c,e2
3.3592607e+00 104 3.3591531e+00 5.9079083e-01 7.0000000e+01 1.1575726e-08 #Y^,t,Y,y,c,e2
3.1753023e+00 105 3.1753015e+00 5.8581898e-01 2.1000000e+01 5.6888632e-13 #Y^,t,Y,y,c,e2
3.1272508e+00 106 3.1272480e+00 5.8452029e-01 7.0000000e+00 8.0890300e-12 #Y^,t,Y,y,c,e2
3.2013054e+00 107 3.2013041e+00 5.8652177e-01 7.0000000e+00 1.8918284e-12 #Y^,t,Y,y,c,e2
3.3895080e+00 108 3.3894982e+00 5.9160833e-01 7.0000000e+00 9.6387920e-11 #Y^,t,Y,y,c,e2
3.6896120e+00 109 3.6896134e+00 5.9971924e-01 1.7000000e+01 2.0295080e-12 #Y^,t,Y,y,c,e2
4.1046895e+00 110 4.1046913e+00 6.1093756e-01 1.7000000e+01 2.9821029e-12 #Y^,t,Y,y,c,e2
4.6419457e+00 111 4.6420665e+00 6.2545799e-01 7.4000000e+01 1.4599583e-08 #Y^,t,Y,y,c,e2
5.3117634e+00 112 5.3117545e+00 6.4356117e-01 8.7000000e+01 7.9782031e-11 #Y^,t,Y,y,c,e2
6.1237938e+00 113 6.1237617e+00 6.6550794e-01 8.7000000e+01 1.0285469e-09 #Y^,t,Y,y,c,e2
7.0836250e+00 114 7.0836296e+00 6.9144933e-01 4.9000000e+01 2.0731814e-11 #Y^,t,Y,y,c,e2
8.1852531e+00 115 8.1853836e+00 7.2122306e-01 8.4000000e+01 1.7044203e-08 #Y^,t,Y,y,c,e2
9.4013775e+00 116 9.4013692e+00 7.5409128e-01 3.7000000e+01 6.8548699e-11 #Y^,t,Y,y,c,e2
1.0669954e+01 117 1.0669866e+01 7.8837712e-01 5.9000000e+01 7.7357079e-09 #Y^,t,Y,y,c,e2
1.1884514e+01 118 1.1884621e+01 8.2120307e-01 2.4000000e+01 1.1476751e-08 #Y^,t,Y,y,c,e2
1.2895258e+01 119 1.2895163e+01 8.4852048e-01 8.0000000e+00 9.0154214e-09 #Y^,t,Y,y,c,e2
1.3528906e+01 120 1.3529118e+01 8.6564610e-01 4.6000000e+01 4.5131467e-08 #Y^,t,Y,y,c,e2
1.3640252e+01 121 1.3640299e+01 8.6865546e-01 4.6000000e+01 2.2441184e-09 #Y^,t,Y,y,c,e2
1.3166237e+01 122 1.3166250e+01 8.5584424e-01 4.4000000e+01 1.5708981e-10 #Y^,t,Y,y,c,e2
1.2160937e+01 123 1.2161196e+01 8.2867397e-01 7.8000000e+01 6.7011396e-08 #Y^,t,Y,y,c,e2
1.0779684e+01 124 1.0779692e+01 7.9134281e-01 7.8000000e+01 6.5964590e-11 #Y^,t,Y,y,c,e2
9.2209837e+00 125 9.2209426e+00 7.4921577e-01 8.6000000e+01 1.6900018e-09 #Y^,t,Y,y,c,e2
7.6686565e+00 126 7.6688384e+00 7.0726099e-01 1.0000000e+01 3.3073688e-08 #Y^,t,Y,y,c,e2
6.2556553e+00 127 6.2557452e+00 6.6907177e-01 1.0000000e+01 8.0836429e-09 #Y^,t,Y,y,c,e2
5.0548613e+00 128 5.0549005e+00 6.3661787e-01 1.3000000e+01 1.5353938e-09 #Y^,t,Y,y,c,e2
4.0908430e+00 129 4.0910003e+00 6.1056332e-01 4.8000000e+01 2.4753898e-08 #Y^,t,Y,y,c,e2
3.3568261e+00 130 3.3568138e+00 5.9072503e-01 6.2000000e+01 1.5190300e-10 #Y^,t,Y,y,c,e2
2.8283758e+00 131 2.8283720e+00 5.7644259e-01 2.2000000e+01 1.4085676e-11 #Y^,t,Y,y,c,e2
2.4759773e+00 132 2.4760115e+00 5.6691831e-01 2.1000000e+01 1.1680663e-09 #Y^,t,Y,y,c,e2
2.2712515e+00 133 2.2712399e+00 5.6138517e-01 2.5000000e+01 1.3345573e-10 #Y^,t,Y,y,c,e2
2.1904008e+00 134 2.1904014e+00 5.5920002e-01 7.0000000e+00 4.3787453e-13 #Y^,t,Y,y,c,e2
2.2162412e+00 135 2.2162440e+00 5.5989841e-01 1.7000000e+01 7.6097033e-12 #Y^,t,Y,y,c,e2
2.3382810e+00 136 2.3382834e+00 5.6319678e-01 1.7000000e+01 5.3233079e-12 #Y^,t,Y,y,c,e2
2.5525775e+00 137 2.5525808e+00 5.6898858e-01 1.7000000e+01 1.1344937e-11 #Y^,t,Y,y,c,e2
2.8613064e+00 138 2.8612992e+00 5.7733261e-01 6.3000000e+01 5.1765073e-11 #Y^,t,Y,y,c,e2
3.2722250e+00 139 3.2721944e+00 5.8843851e-01 6.3000000e+01 9.3964901e-10 #Y^,t,Y,y,c,e2
3.7980378e+00 140 3.7980172e+00 6.0264967e-01 6.3000000e+01 4.2564150e-10 #Y^,t,Y,y,c,e2
4.4556297e+00 141 4.4556049e+00 6.2042242e-01 6.3000000e+01 6.1057402e-10 #Y^,t,Y,y,c,e2
5.2642116e+00 142 5.2641899e+00 6.4227599e-01 7.4000000e+01 4.6844154e-10 #Y^,t,Y,y,c,e2
6.2421572e+00 143 6.2421052e+00 6.6870695e-01 9.0000000e+00 2.7115026e-09 #Y^,t,Y,y,c,e2
7.4005954e+00 144 7.4006387e+00 7.0001609e-01 4.9000000e+01 1.8755083e-09 #Y^,t,Y,y,c,e2
8.7334448e+00 145 8.7334966e+00 7.3603905e-01 8.3000000e+01 2.6766709e-09 #Y^,t,Y,y,c,e2
1.0200807e+01 146 1.0200858e+01 7.7569749e-01 3.7000000e+01 2.6085460e-09 #Y^,t,Y,y,c,e2
1.1709685e+01 147 1.1709786e+01 8.1647797e-01 5.9000000e+01 1.0268341e-08 #Y^,t,Y,y,c,e2
1.3099589e+01 148 1.3099400e+01 8.5404296e-01 2.4000000e+01 3.5828815e-08 #Y^,t,Y,y,c,e2
1.4148266e+01 149 1.4148363e+01 8.8238556e-01 2.3000000e+01 9.5720427e-09 #Y^,t,Y,y,c,e2
1.4623719e+01 150 1.4623729e+01 8.9523565e-01 7.7000000e+01 1.0480941e-10 #Y^,t,Y,y,c,e2
1.4367785e+01 151 1.4367821e+01 8.8831851e-01 7.7000000e+01 1.3080257e-09 #Y^,t,Y,y,c,e2
1.3377670e+01 152 1.3377777e+01 8.6155864e-01 4.4000000e+01 1.1567700e-08 #Y^,t,Y,y,c,e2
1.1817128e+01 153 1.1817263e+01 8.1938183e-01 5.4000000e+01 1.8415298e-08 #Y^,t,Y,y,c,e2
9.9477735e+00 154 9.9477974e+00 7.6885874e-01 9.1000000e+01 5.6776843e-10 #Y^,t,Y,y,c,e2
8.0306312e+00 155 8.0309842e+00 7.1704409e-01 8.6000000e+01 1.2460344e-07 #Y^,t,Y,y,c,e2
6.2608537e+00 156 6.2608551e+00 6.6921226e-01 1.0000000e+01 2.0431889e-12 #Y^,t,Y,y,c,e2
4.7449266e+00 157 4.7449631e+00 6.2824126e-01 1.3000000e+01 1.3369021e-09 #Y^,t,Y,y,c,e2
3.5185519e+00 158 3.5185503e+00 5.9509600e-01 4.8000000e+01 2.6936189e-12 #Y^,t,Y,y,c,e2
2.5697380e+00 159 2.5697671e+00 5.6945238e-01 4.8000000e+01 8.4611732e-10 #Y^,t,Y,y,c,e2
1.8625692e+00 160 1.8625308e+00 5.5033971e-01 2.2000000e+01 1.4738442e-09 #Y^,t,Y,y,c,e2
1.3525635e+00 161 1.3525428e+00 5.3655577e-01 2.2000000e+01 4.2634719e-10 #Y^,t,Y,y,c,e2
9.9668612e-01 162 9.9671783e-01 5.2693746e-01 2.5000000e+01 1.0052809e-09 #Y^,t,Y,y,c,e2
7.5780464e-01 163 7.5779319e-01 5.2048121e-01 2.5000000e+01 1.3097075e-10 #Y^,t,Y,y,c,e2
6.0586115e-01 164 6.0591004e-01 5.1637463e-01 2.0000000e+00 2.3898792e-09 #Y^,t,Y,y,c,e2
5.1850495e-01 165 5.1852594e-01 5.1401365e-01 2.0000000e+00 4.4067603e-10 #Y^,t,Y,y,c,e2
4.7958156e-01 166 4.7955904e-01 5.1296166e-01 2.0000000e+00 5.0704667e-10 #Y^,t,Y,y,c,e2
4.7830898e-01 167 4.7830284e-01 5.1292727e-01 5.6000000e+01 3.7738621e-11 #Y^,t,Y,y,c,e2
5.0840997e-01 168 5.0840344e-01 5.1374081e-01 5.6000000e+01 4.2637866e-11 #Y^,t,Y,y,c,e2
5.6703514e-01 169 5.6703635e-01 5.1532527e-01 5.6000000e+01 1.4561281e-12 #Y^,t,Y,y,c,e2
6.5432173e-01 170 6.5433179e-01 5.1768437e-01 5.6000000e+01 1.0133350e-10 #Y^,t,Y,y,c,e2
7.7303593e-01 171 7.7305382e-01 5.2089286e-01 5.6000000e+01 3.1985175e-10 #Y^,t,Y,y,c,e2
9.2849707e-01 172 9.2852127e-01 5.2509452e-01 5.6000000e+01 5.8595035e-10 #Y^,t,Y,y,c,e2
1.1287280e+00 173 1.1287563e+00 5.3050616e-01 5.6000000e+01 8.0048238e-10 #Y^,t,Y,y,c,e2
1.3848213e+00 174 1.3848486e+00 5.3742760e-01 5.6000000e+01 7.4693817e-10 #Y^,t,Y,y,c,e2
1.7115085e+00 175 1.7115223e+00 5.4625699e-01 5.6000000e+01 1.9103473e-10 #Y^,t,Y,y,c,e2
2.1278132e+00 176 2.1278785e+00 5.5750847e-01 4.0000000e+00 4.2636592e-09 #Y^,t,Y,y,c,e2
2.6581995e+00 177 2.6582360e+00 5.7184323e-01 4.0000000e+00 1.3302616e-09 #Y^,t,Y,y,c,e2
3.3328518e+00 178 3.3328728e+00 5.9007708e-01 4.0000000e+00 4.3939431e-10 #Y^,t,Y,y,c,e2
4.1881586e+00 179 4.1882069e+00 6.1319348e-01 4.0000000e+00 2.3340205e-09 #Y^,t,Y,y,c,e2
5.2652629e+00 180 5.2654204e+00 6.4230440e-01 7.4000000e+01 2.4805931e-08 #Y^,t,Y,y,c,e2
6.6056181e+00 181 6.6055446e+00 6.7853022e-01 7.4000000e+01 5.4057688e-09 #Y^,t,Y,y,c,e2
8.2375633e+00 182 8.2374830e+00 7.2263684e-01 9.0000000e+00 6.4395266e-09 #Y^,t,Y,y,c,e2
1.0153811e+01 183 1.0153843e+01 7.7442732e-01 8.3000000e+01 1.0371758e-09 #Y^,t,Y,y,c,e2
1.2270258e+01 184 1.2270388e+01 8.3162859e-01 3.7000000e+01 1.6901283e-08 #Y^,t,Y,y,c,e2
1.4375104e+01 185 1.4375206e+01 8.8851632e-01 6.6000000e+01 1.0363702e-08 #Y^,t,Y,y,c,e2
1.6101296e+01 186 1.6101486e+01 9.3517016e-01 2.3000000e+01 3.5959056e-08 #Y^,t,Y,y,c,e2
1.6990159e+01 187 1.6990355e+01 9.5919350e-01 7.7000000e+01 3.8412598e-08 #Y^,t,Y,y,c,e2
1.6682469e+01 188 1.6682605e+01 9.5087753e-01 3.6000000e+01 1.8671909e-08 #Y^,t,Y,y,c,e2
1.5139106e+01 189 1.5139110e+01 9.0916503e-01 8.1000000e+01 1.2947202e-11 #Y^,t,Y,y,c,e2
1.2686282e+01 190 1.2686640e+01 8.4287249e-01 5.8000000e+01 1.2793351e-07 #Y^,t,Y,y,c,e2
9.8348773e+00 191 9.8342574e+00 7.6580749e-01 5.8000000e+01 3.8424370e-07 #Y^,t,Y,y,c,e2
7.0375825e+00 192 7.0365172e+00 6.9020493e-01 8.6000000e+01 1.1347139e-06 #Y^,t,Y,y,c,e2
4.5739135e+00 193 4.5727128e+00 6.2361928e-01 8.6000000e+01 1.4417565e-06 #Y^,t,Y,y,c,e2
2.5509566e+00 194 2.5509725e+00 5.6894477e-01 1.3000000e+01 2.5268617e-10 #Y^,t,Y,y,c,e2
9.6541026e-01 195 9.6539005e-01 5.2609217e-01 4.8000000e+01 4.0856409e-10 #Y^,t,Y,y,c,e2
-2.4758668e-01 196 -2.4765292e-01 4.9330847e-01 4.8000000e+01 4.3876162e-09 #Y^,t,Y,y,c,e2
-1.1717374e+00 197 -1.1716326e+00 4.6833142e-01 2.5000000e+01 1.0981522e-08 #Y^,t,Y,y,c,e2
-1.8894038e+00 198 -1.8893353e+00 4.4893503e-01 2.0000000e+00 4.6843354e-09 #Y^,t,Y,y,c,e2
-2.4738270e+00 199 -2.4738324e+00 4.3313981e-01 2.0000000e+00 2.9795514e-11 #Y^,t,Y,y,c,e2
-2.9860644e+00 200 -2.9859689e+00 4.1929556e-01 2.0000000e+00 9.1219285e-09 #Y^,t,Y,y,c,e2
-3.4750528e+00 201 -3.4750610e+00 4.0607965e-01 4.3000000e+01 6.7509393e-11 #Y^,t,Y,y,c,e2
-3.9807705e+00 202 -3.9808283e+00 3.9241161e-01 4.3000000e+01 3.3474322e-09 #Y^,t,Y,y,c,e2
-4.5352870e+00 203 -4.5354126e+00 3.7742468e-01 6.1000000e+01 1.5783637e-08 #Y^,t,Y,y,c,e2
-5.1647352e+00 204 -5.1647814e+00 3.6041256e-01 6.1000000e+01 2.1331578e-09 #Y^,t,Y,y,c,e2
-5.8892488e+00 205 -5.8890026e+00 3.4083111e-01 9.4000000e+01 6.0658599e-08 #Y^,t,Y,y,c,e2
-6.7212178e+00 206 -6.7209151e+00 3.1834546e-01 5.0000000e+00 9.1664935e-08 #Y^,t,Y,y,c,e2
-7.6630613e+00 207 -7.6627330e+00 2.9289024e-01 5.0000000e+00 1.0778681e-07 #Y^,t,Y,y,c,e2
-8.7004093e+00 208 -8.7003127e+00 2.6485380e-01 3.2000000e+01 9.3361957e-09 #Y^,t,Y,y,c,e2
-9.7957171e+00 209 -9.7955337e+00 2.3525089e-01 1.9000000e+01 3.3644814e-08 #Y^,t,Y,y,c,e2
-1.0879157e+01 210 -1.0878897e+01 2.0596872e-01 8.8000000e+01 6.7761351e-08 #Y^,t,Y,y,c,e2
-1.1847149e+01 211 -1.1847046e+01 1.7980678e-01 9.2000000e+01 1.0553491e-08 #Y^,t,Y,y,c,e2
-1.2571886e+01 212 -1.2572047e+01 1.6021931e-01 2.7000000e+01 2.6074557e-08 #Y^,t,Y,y,c,e2
-1.2927321e+01 213 -1.2927427e+01 1.5061294e-01 2.7000000e+01 1.1225218e-08 #Y^,t,Y,y,c,e2
-1.2827002e+01 214 -1.2826955e+01 1.5332426e-01 8.0000000e+01 2.2085253e-09 #Y^,t,Y,y,c,e2
-1.2259405e+01 215 -1.2259333e+01 1.6866474e-01 8.0000000e+01 5.2127377e-09 #Y^,t,Y,y,c,e2
-1.1297768e+01 216 -1.1297872e+01 1.9465492e-01 5.7000000e+01 1.0788466e-08 #Y^,t,Y,y,c,e2
-1.0077829e+01 217 -1.0077664e+01 2.2762625e-01 5.7000000e+01 2.7255317e-08 #Y^,t,Y,y,c,e2
