  0.0000000e+00 89   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 90   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 91   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 92   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 93   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  4.0563827e-01 94   4.0563827e-01   4.0563827e-01 #Y^ t Y yr
  0.0000000e+00 95   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 96   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  5.2032678e-02 97   5.2328665e-02   5.2032678e-02 #Y^ t Y yr
  1.0000000e+00 98   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  9.9725031e-02 99   9.9724967e-02   9.9725031e-02 #Y^ t Y yr
  0.0000000e+00 100   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  2.2802572e-01 101   2.2802572e-01   2.2802572e-01 #Y^ t Y yr
  0.0000000e+00 102   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  7.8482189e-01 103   7.8482189e-01   7.8482189e-01 #Y^ t Y yr
  4.4007184e-01 104   4.4007184e-01   4.4007184e-01 #Y^ t Y yr
  1.0000000e+00 105   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  8.9769732e-01 106   8.9769732e-01   8.9769732e-01 #Y^ t Y yr
  4.3206706e-02 107   4.2493919e-02   4.3206706e-02 #Y^ t Y yr
  3.3731925e-01 108   3.3731925e-01   3.3731925e-01 #Y^ t Y yr
  0.0000000e+00 109   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 110   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 111   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  4.9649246e-01 112   4.9966534e-01   4.9649246e-01 #Y^ t Y yr
  1.0000000e+00 113   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  0.0000000e+00 114   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 115   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 116   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  4.7693771e-01 117   4.7693771e-01   4.7693771e-01 #Y^ t Y yr
  1.0000000e+00 118   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  2.6124868e-01 119   2.6124868e-01   2.6124868e-01 #Y^ t Y yr
  4.9699610e-02 120   4.9699610e-02   4.9699610e-02 #Y^ t Y yr
  0.0000000e+00 121   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  4.3952950e-02 122   4.3952953e-02   4.3952950e-02 #Y^ t Y yr
  1.4930065e-01 123   1.4930030e-01   1.4930065e-01 #Y^ t Y yr
  0.0000000e+00 124   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 125   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 126   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  0.0000000e+00 127   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 128   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 129   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  9.4711745e-01 130   9.4711745e-01   9.4711745e-01 #Y^ t Y yr
  0.0000000e+00 131   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 132   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 133   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  0.0000000e+00 134   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 135   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  7.0040054e-01 136   7.0040055e-01   7.0040054e-01 #Y^ t Y yr
  8.9585367e-01 137   8.9585364e-01   8.9585367e-01 #Y^ t Y yr
  3.3607453e-01 138   3.3607453e-01   3.3607453e-01 #Y^ t Y yr
  2.4853016e-01 139   2.4853016e-01   2.4853016e-01 #Y^ t Y yr
  1.0000000e+00 140   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  0.0000000e+00 141   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 142   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 143   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  0.0000000e+00 144   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 145   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  2.0722349e-01 146   2.0722349e-01   2.0722349e-01 #Y^ t Y yr
  4.3966449e-01 147   4.3966449e-01   4.3966449e-01 #Y^ t Y yr
  0.0000000e+00 148   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 149   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 150   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  4.5453267e-01 151   4.5453267e-01   4.5453267e-01 #Y^ t Y yr
  0.0000000e+00 152   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 153   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  4.6546931e-01 154   4.6546931e-01   4.6546931e-01 #Y^ t Y yr
  0.0000000e+00 155   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  2.8843724e-01 156   2.8843729e-01   2.8843724e-01 #Y^ t Y yr
  7.4656330e-01 157   7.4656330e-01   7.4656330e-01 #Y^ t Y yr
  0.0000000e+00 158   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 159   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 160   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  0.0000000e+00 161   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 162   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 163   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 164   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  4.4276999e-01 165   4.4276999e-01   4.4276999e-01 #Y^ t Y yr
  2.1424159e-01 166   2.1424159e-01   2.1424159e-01 #Y^ t Y yr
  0.0000000e+00 167   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  7.4533670e-01 168   7.4533668e-01   7.4533670e-01 #Y^ t Y yr
  0.0000000e+00 169   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  1.0000000e+00 170   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  3.9711751e-01 171   3.9711751e-01   3.9711751e-01 #Y^ t Y yr
  3.2041723e-01 172   3.2041723e-01   3.2041723e-01 #Y^ t Y yr
  1.0000000e+00 173   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  5.9558418e-01 174   5.9558418e-01   5.9558418e-01 #Y^ t Y yr
  7.9934796e-01 175   7.9934796e-01   7.9934796e-01 #Y^ t Y yr
  0.0000000e+00 176   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  2.3887219e-01 177   2.3887219e-01   2.3887219e-01 #Y^ t Y yr
  5.6061044e-01 178   5.6061043e-01   5.6061044e-01 #Y^ t Y yr
  2.0399401e-01 179   2.0399401e-01   2.0399401e-01 #Y^ t Y yr
  0.0000000e+00 180   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  2.5281413e-01 181   2.5281413e-01   2.5281413e-01 #Y^ t Y yr
  1.6290361e-01 182   1.6252960e-01   1.6290361e-01 #Y^ t Y yr
  4.8502641e-01 183   4.8502641e-01   4.8502641e-01 #Y^ t Y yr
  5.9913823e-02 184   5.9913823e-02   5.9913823e-02 #Y^ t Y yr
  0.0000000e+00 185   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  3.5814839e-01 186   3.5814839e-01   3.5814839e-01 #Y^ t Y yr
  1.0000000e+00 187   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 188   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  3.2799154e-01 189   3.2799155e-01   3.2799154e-01 #Y^ t Y yr
  8.0292021e-01 190   8.0292020e-01   8.0292021e-01 #Y^ t Y yr
  2.7712782e-01 191   2.7712782e-01   2.7712782e-01 #Y^ t Y yr
  1.0675965e-01 192   1.0675965e-01   1.0675965e-01 #Y^ t Y yr
  0.0000000e+00 193   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 194   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 195   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 196   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  4.9746853e-01 197   4.9979352e-01   4.9746853e-01 #Y^ t Y yr
  0.0000000e+00 198   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  4.1440310e-01 199   4.1440310e-01   4.1440310e-01 #Y^ t Y yr
  1.0000000e+00 200   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 201   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 202   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 203   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 204   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 205   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 206   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 207   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 208   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 209   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 210   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 211   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 212   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 213   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 214   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 215   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 216   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 217   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 218   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  9.9844779e-01 219   1.0000000e+00   9.9844779e-01 #Y^ t Y yr
  1.0000000e+00 220   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  1.0000000e+00 221   1.0000000e+00   1.0000000e+00 #Y^ t Y yr
  9.0000002e-01 222   9.0000000e-01   9.0000002e-01 #Y^ t Y yr
  8.0000001e-01 223   8.0000000e-01   8.0000001e-01 #Y^ t Y yr
  6.9999999e-01 224   7.0000000e-01   6.9999999e-01 #Y^ t Y yr
  5.9999998e-01 225   6.0000000e-01   5.9999998e-01 #Y^ t Y yr
  5.0000001e-01 226   5.0000000e-01   5.0000001e-01 #Y^ t Y yr
  3.9999999e-01 227   4.0000000e-01   3.9999999e-01 #Y^ t Y yr
  2.9999996e-01 228   3.0000000e-01   2.9999996e-01 #Y^ t Y yr
  2.0000003e-01 229   2.0000000e-01   2.0000003e-01 #Y^ t Y yr
  1.0000000e-01 230   1.0000000e-01   1.0000000e-01 #Y^ t Y yr
  3.8726484e-03 231   0.0000000e+00   3.8726484e-03 #Y^ t Y yr
  0.0000000e+00 232   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 233   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 234   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 235   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 236   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 237   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 238   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 239   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 240   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 241   1.4163746e-16   0.0000000e+00 #Y^ t Y yr
  1.5470056e-01 242   1.5450850e-01   1.5470056e-01 #Y^ t Y yr
  2.9433785e-01 243   2.9389263e-01   2.9433785e-01 #Y^ t Y yr
  4.0453563e-01 244   4.0450850e-01   4.0453563e-01 #Y^ t Y yr
  4.7539774e-01 245   4.7552826e-01   4.7539774e-01 #Y^ t Y yr
  4.9703914e-01 246   5.0000000e-01   4.9703914e-01 #Y^ t Y yr
  4.7560473e-01 247   4.7552826e-01   4.7560473e-01 #Y^ t Y yr
  4.0383209e-01 248   4.0450850e-01   4.0383209e-01 #Y^ t Y yr
  2.9407591e-01 249   2.9389263e-01   2.9407591e-01 #Y^ t Y yr
  1.4552796e-01 250   1.5450850e-01   1.4552796e-01 #Y^ t Y yr
  5.1981704e-03 251   0.0000000e+00   5.1981704e-03 #Y^ t Y yr
  0.0000000e+00 252   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 253   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 254   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 255   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 256   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 257   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 258   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 259   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 260   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 261   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 262   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 263   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 264   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 265   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 266   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 267   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 268   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 269   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 270   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
  0.0000000e+00 271   0.0000000e+00   0.0000000e+00 #Y^ t Y yr
